job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,education_required,years_experience,posting_date,application_deadline,company_name,industry,benefits_score
Ai Specialist,33744,Senior-Level,Full-Time,INDIA,Small,Fully remote,"tensorflow, deep learning, computer vision",Associate,7,16-12-2024,26-02-2025,Algorithmic Solutions,Manufacturing,5.4
Ai Consultant,60562,Entry-Level,Part-Time,ISRAEL,Large,on-site,"sql, statistics, pytorch, deep learning, r",PhD,1,07-01-2025,07-02-2025,Advanced Robotics,Healthcare,7.6
Ai Software Engineer,55911,Entry-Level,Freelance,AUSTRALIA,Medium,on-site,"spark, kubernetes, linux, hadoop",PhD,0,28-02-2024,26-03-2024,Neural Networks Co,Manufacturing,5.1
Autonomous Systems Engineer,95326,Mid-Level,Freelance,SOUTH KOREA,Large,Hybrid,"r, kubernetes, mlops",Associate,4,29-11-2024,29-01-2025,AI Innovations,Retail,7
Machine Learning Engineer,185388,Executive-Level,Contract,JAPAN,Large,on-site,"tensorflow, python, mlops, spark",PhD,17,28-07-2024,26-09-2024,Predictive Systems,Manufacturing,9.2
Research Scientist,150527,Senior-Level,Contract,NETHERLANDS,Medium,Fully remote,"linux, aws, tableau, docker, mathematics",PhD,7,20-12-2024,10-02-2025,Quantum Computing Inc,Healthcare,5.5
Ml Ops Engineer,119633,Executive-Level,Freelance,CHINA,Medium,Fully remote,"java, pytorch, hadoop, git",Master,11,22-07-2024,20-08-2024,TechCorp Inc,Finance,7
Data Scientist,227078,Senior-Level,Freelance,NORWAY,Large,Hybrid,"git, spark, kubernetes, tensorflow",Associate,6,21-06-2024,11-07-2024,Cloud AI Solutions,Healthcare,8
Ai Product Manager,195528,Senior-Level,Freelance,DENMARK,Medium,on-site,"pytorch, python, nlp, azure, spark",Associate,7,27-09-2024,22-10-2024,TechCorp Inc,Media,8
Data Scientist,123024,Senior-Level,Freelance,CANADA,Medium,Fully remote,"hadoop, spark, python, git",Master,7,21-12-2024,20-02-2025,Smart Analytics,Finance,5
Research Scientist,151053,Mid-Level,Full-Time,DENMARK,Large,Hybrid,"aws, kubernetes, sql",PhD,2,13-06-2024,09-07-2024,DataVision Ltd,Technology,8.1
Ai Architect,116626,Senior-Level,Part-Time,JAPAN,Small,Hybrid,"scala, kubernetes, nlp, statistics, r",PhD,7,06-11-2024,30-12-2024,Advanced Robotics,Telecommunications,7.1
Ml Ops Engineer,97656,Mid-Level,Freelance,AUSTRIA,Medium,Fully remote,"kubernetes, java, r",PhD,4,20-02-2025,13-03-2025,Digital Transformation LLC,Retail,8
Research Scientist,94494,Entry-Level,Part-Time,NETHERLANDS,Large,Fully remote,"scala, spark, java, computer vision, git",PhD,1,24-04-2025,13-05-2025,DeepTech Ventures,Consulting,9.9
Ml Ops Engineer,43321,Senior-Level,Part-Time,INDIA,Large,Fully remote,"tensorflow, azure, git",Master,9,06-09-2024,04-10-2024,DataVision Ltd,Telecommunications,8.8
Ai Software Engineer,58243,Entry-Level,Freelance,GERMANY,Small,Fully remote,"kubernetes, gcp, computer vision, mlops",PhD,0,02-11-2024,16-12-2024,TechCorp Inc,Energy,8.6
Machine Learning Engineer,106076,Senior-Level,Full-Time,ISRAEL,Medium,on-site,"gcp, azure, sql, docker",Associate,6,06-08-2024,14-10-2024,DeepTech Ventures,Government,7.9
Head Of Ai,124280,Senior-Level,Contract,ISRAEL,Medium,Fully remote,"git, python, kubernetes, mlops",Associate,7,01-08-2024,16-08-2024,Machine Intelligence Group,Automotive,9.3
Robotics Engineer,237713,Executive-Level,Full-Time,UNITED KINGDOM,Medium,Hybrid,"java, tensorflow, tableau, nlp, mathematics",Bachelor,18,05-02-2025,04-03-2025,Autonomous Tech,Education,7.6
Ai Product Manager,133896,Senior-Level,Freelance,SWEDEN,Small,Hybrid,"spark, sql, tensorflow, computer vision, python",PhD,5,20-11-2024,16-12-2024,Algorithmic Solutions,Technology,5.1
Ai Software Engineer,116023,Senior-Level,Part-Time,JAPAN,Medium,on-site,"tableau, hadoop, python, tensorflow, deep learning",Associate,7,09-11-2024,15-01-2025,Cognitive Computing,Finance,5.3
Computer Vision Engineer,96751,Mid-Level,Contract,UNITED STATES,Small,Hybrid,"data visualization, python, java",Bachelor,4,07-02-2025,04-03-2025,Digital Transformation LLC,Energy,9
Computer Vision Engineer,134644,Senior-Level,Part-Time,AUSTRIA,Large,Hybrid,"kubernetes, data visualization, tableau, mlops, deep learning",PhD,8,25-04-2025,22-06-2025,Advanced Robotics,Media,6.3
Principal Data Scientist,102778,Mid-Level,Full-Time,JAPAN,Medium,Hybrid,"spark, sql, tensorflow, azure",Bachelor,2,07-01-2025,27-01-2025,AI Innovations,Healthcare,6.1
Ai Product Manager,103788,Entry-Level,Full-Time,NORWAY,Medium,Fully remote,"kubernetes, tensorflow, azure, tableau",PhD,1,09-07-2024,17-09-2024,Quantum Computing Inc,Transportation,9.7
Machine Learning Researcher,43133,Entry-Level,Contract,CHINA,Large,Fully remote,"aws, hadoop, deep learning, pytorch",Associate,1,02-03-2025,04-05-2025,Quantum Computing Inc,Gaming,9.8
Research Scientist,186168,Executive-Level,Part-Time,GERMANY,Small,Fully remote,"sql, python, mlops",Master,10,01-07-2024,26-08-2024,Algorithmic Solutions,Healthcare,7
Ai Specialist,269018,Executive-Level,Full-Time,UNITED KINGDOM,Medium,on-site,"hadoop, deep learning, azure, python, nlp",Associate,18,08-08-2024,02-09-2024,DataVision Ltd,Real Estate,9
Ai Software Engineer,168038,Senior-Level,Freelance,DENMARK,Large,Fully remote,"azure, deep learning, python",PhD,6,24-08-2024,03-11-2024,Smart Analytics,Media,9.9
Machine Learning Engineer,63639,Entry-Level,Freelance,SOUTH KOREA,Medium,Fully remote,"python, hadoop, linux, computer vision",Associate,0,08-08-2024,23-09-2024,Algorithmic Solutions,Manufacturing,9.5
Ai Specialist,204416,Executive-Level,Part-Time,ISRAEL,Large,Hybrid,"aws, java, tensorflow, azure, sql",Bachelor,16,02-02-2024,17-03-2024,DataVision Ltd,Consulting,6.1
Ai Research Scientist,28315,Mid-Level,Contract,INDIA,Small,on-site,"aws, scala, r, git",Bachelor,3,31-10-2024,09-12-2024,Algorithmic Solutions,Transportation,6.6
Autonomous Systems Engineer,69096,Entry-Level,Freelance,UNITED STATES,Large,Fully remote,"git, mathematics, tensorflow, linux",Bachelor,0,01-07-2024,28-07-2024,Smart Analytics,Consulting,5.5
Data Analyst,72148,Mid-Level,Freelance,SOUTH KOREA,Large,Fully remote,"kubernetes, git, mlops, r, computer vision",Associate,2,12-04-2025,02-05-2025,Cloud AI Solutions,Education,7.6
Research Scientist,155411,Senior-Level,Part-Time,NORWAY,Medium,Fully remote,"tensorflow, scala, mlops",Bachelor,9,17-04-2025,23-06-2025,TechCorp Inc,Gaming,5.2
Autonomous Systems Engineer,119240,Mid-Level,Freelance,IRELAND,Large,on-site,"computer vision, data visualization, hadoop, kubernetes, deep learning",Master,4,16-01-2024,11-02-2024,Smart Analytics,Technology,6
Autonomous Systems Engineer,57600,Executive-Level,Contract,INDIA,Small,Fully remote,"hadoop, pytorch, spark",Master,10,18-01-2025,19-02-2025,DeepTech Ventures,Real Estate,9.1
Computer Vision Engineer,53542,Entry-Level,Contract,IRELAND,Small,Hybrid,"scala, azure, python",PhD,0,24-03-2025,19-04-2025,Smart Analytics,Consulting,8.8
Ai Consultant,151442,Executive-Level,Part-Time,FINLAND,Large,on-site,"python, spark, computer vision",PhD,15,17-12-2024,25-02-2025,Cognitive Computing,Technology,9.9
Data Analyst,113037,Senior-Level,Contract,SOUTH KOREA,Small,Fully remote,"kubernetes, pytorch, gcp",Associate,5,26-01-2024,05-03-2024,Smart Analytics,Telecommunications,7
Ai Consultant,63321,Entry-Level,Part-Time,AUSTRALIA,Medium,Hybrid,"data visualization, computer vision, docker, r",PhD,0,27-03-2024,19-05-2024,Cloud AI Solutions,Energy,6.5
Head Of Ai,216696,Executive-Level,Part-Time,NETHERLANDS,Large,Fully remote,"r, sql, deep learning, spark, linux",Associate,10,11-04-2024,08-05-2024,Autonomous Tech,Energy,5.3
Ai Consultant,68832,Mid-Level,Contract,CANADA,Small,on-site,"tableau, linux, tensorflow, data visualization, hadoop",Bachelor,3,13-01-2024,29-01-2024,Predictive Systems,Telecommunications,8.1
Ai Product Manager,125853,Senior-Level,Contract,JAPAN,Large,Hybrid,"scala, r, docker, computer vision",Bachelor,7,17-06-2024,17-08-2024,Future Systems,Finance,5.4
Ai Architect,90307,Mid-Level,Freelance,SOUTH KOREA,Large,Fully remote,"git, sql, gcp, azure",PhD,2,06-03-2024,15-05-2024,Digital Transformation LLC,Telecommunications,8.2
Ai Software Engineer,208536,Executive-Level,Contract,NORWAY,Large,on-site,"computer vision, mlops, git",Bachelor,11,30-11-2024,27-01-2025,Predictive Systems,Consulting,9.1
Data Engineer,79479,Senior-Level,Part-Time,CHINA,Large,Hybrid,"mlops, pytorch, kubernetes",Master,9,12-02-2024,25-03-2024,Algorithmic Solutions,Education,6
Ai Product Manager,145587,Senior-Level,Freelance,JAPAN,Small,Hybrid,"sql, pytorch, tensorflow, hadoop, tableau",Bachelor,7,07-03-2025,22-03-2025,Autonomous Tech,Retail,9.9
Robotics Engineer,237771,Executive-Level,Part-Time,SOUTH KOREA,Large,Hybrid,"linux, python, mlops",Bachelor,15,06-02-2025,20-04-2025,Quantum Computing Inc,Education,5.9
Ai Specialist,131882,Mid-Level,Contract,SWITZERLAND,Medium,Hybrid,"tableau, scala, r",Associate,4,21-04-2024,13-05-2024,Predictive Systems,Technology,7.2
Principal Data Scientist,194531,Senior-Level,Part-Time,DENMARK,Large,Fully remote,"pytorch, hadoop, tableau, azure, tensorflow",Associate,5,09-07-2024,12-08-2024,Smart Analytics,Finance,8.9
Robotics Engineer,170274,Mid-Level,Freelance,SWITZERLAND,Large,on-site,"sql, kubernetes, scala, data visualization, pytorch",PhD,3,28-04-2024,22-05-2024,DataVision Ltd,Consulting,9.7
Ai Architect,238256,Executive-Level,Contract,UNITED KINGDOM,Medium,on-site,"hadoop, java, tableau, deep learning",Master,18,28-01-2024,03-03-2024,Machine Intelligence Group,Healthcare,7.2
Nlp Engineer,98574,Mid-Level,Freelance,UNITED STATES,Small,Hybrid,"gcp, statistics, hadoop",PhD,4,30-03-2025,12-05-2025,Machine Intelligence Group,Finance,9.1
Head Of Ai,84725,Mid-Level,Part-Time,GERMANY,Large,Hybrid,"java, scala, hadoop, linux, aws",Master,3,14-06-2024,27-07-2024,Quantum Computing Inc,Energy,6.4
Ai Consultant,237420,Executive-Level,Freelance,UNITED STATES,Large,Hybrid,"pytorch, nlp, mlops, mathematics, kubernetes",Associate,17,20-04-2025,04-06-2025,DataVision Ltd,Energy,7.6
Research Scientist,94852,Mid-Level,Contract,SINGAPORE,Medium,on-site,"tensorflow, scala, kubernetes, nlp, python",PhD,3,25-12-2024,12-01-2025,TechCorp Inc,Media,9.1
Nlp Engineer,53187,Entry-Level,Part-Time,AUSTRIA,Medium,on-site,"python, docker, nlp",Bachelor,1,02-10-2024,02-11-2024,Cognitive Computing,Government,8.4
Head Of Ai,85325,Entry-Level,Full-Time,NORWAY,Large,Fully remote,"mlops, gcp, kubernetes, hadoop, sql",Bachelor,0,16-10-2024,24-11-2024,Autonomous Tech,Transportation,9.4
Data Analyst,84861,Mid-Level,Part-Time,FRANCE,Medium,Fully remote,"scala, hadoop, computer vision, data visualization",Associate,3,26-02-2025,29-04-2025,Autonomous Tech,Technology,8.7
Machine Learning Engineer,110677,Mid-Level,Contract,NETHERLANDS,Medium,on-site,"pytorch, docker, tableau",Master,4,30-06-2024,16-08-2024,Digital Transformation LLC,Consulting,7.2
Machine Learning Engineer,55583,Entry-Level,Freelance,FRANCE,Small,on-site,"statistics, pytorch, r",PhD,0,19-04-2024,14-05-2024,Cloud AI Solutions,Healthcare,8.8
Deep Learning Engineer,103137,Mid-Level,Contract,SINGAPORE,Small,Fully remote,"r, gcp, sql",PhD,3,18-03-2025,20-04-2025,AI Innovations,Gaming,7.8
Autonomous Systems Engineer,94118,Mid-Level,Full-Time,SINGAPORE,Medium,Fully remote,"gcp, docker, pytorch, sql",Bachelor,4,23-05-2024,13-06-2024,Future Systems,Real Estate,6.1
Ai Product Manager,263320,Executive-Level,Freelance,IRELAND,Large,Fully remote,"data visualization, azure, git, python, spark",Bachelor,12,11-03-2025,21-05-2025,Predictive Systems,Telecommunications,8.9
Principal Data Scientist,81751,Executive-Level,Full-Time,CHINA,Small,Hybrid,"statistics, data visualization, sql, python, tableau",PhD,19,16-01-2024,20-03-2024,DeepTech Ventures,Real Estate,9.8
Ai Product Manager,69515,Entry-Level,Part-Time,ISRAEL,Medium,Fully remote,"python, sql, tableau, r, aws",Master,1,14-05-2024,03-06-2024,TechCorp Inc,Government,6
Ai Consultant,102539,Senior-Level,Part-Time,IRELAND,Medium,Hybrid,"linux, tensorflow, pytorch, data visualization",Associate,7,29-06-2024,26-08-2024,Neural Networks Co,Technology,9.1
Ai Consultant,83366,Mid-Level,Part-Time,GERMANY,Medium,Hybrid,"python, computer vision, aws",Associate,3,28-11-2024,28-01-2025,Digital Transformation LLC,Telecommunications,5.1
Data Analyst,103994,Mid-Level,Contract,JAPAN,Small,Hybrid,"linux, scala, r",Bachelor,3,03-04-2025,27-05-2025,TechCorp Inc,Energy,7.6
Ai Specialist,63790,Entry-Level,Part-Time,IRELAND,Medium,on-site,"sql, spark, computer vision",Associate,1,14-05-2024,11-07-2024,Algorithmic Solutions,Technology,8
Computer Vision Engineer,223100,Executive-Level,Part-Time,NETHERLANDS,Small,Fully remote,"aws, data visualization, tableau, hadoop, statistics",Associate,12,23-09-2024,18-11-2024,Predictive Systems,Finance,6.7
Robotics Engineer,60827,Entry-Level,Full-Time,SWEDEN,Small,Fully remote,"scala, spark, kubernetes, docker, nlp",Associate,0,04-03-2024,21-03-2024,AI Innovations,Manufacturing,7.5
Ai Architect,77717,Mid-Level,Full-Time,UNITED STATES,Small,on-site,"hadoop, scala, tensorflow",Master,3,08-03-2024,13-05-2024,Machine Intelligence Group,Transportation,9.4
Machine Learning Engineer,97963,Mid-Level,Contract,SOUTH KOREA,Large,Fully remote,"git, tensorflow, tableau, data visualization",Associate,3,13-12-2024,05-01-2025,Cognitive Computing,Energy,5.8
Data Engineer,214315,Executive-Level,Part-Time,UNITED STATES,Medium,on-site,"pytorch, azure, kubernetes, deep learning, tensorflow",Associate,18,08-11-2024,25-12-2024,Quantum Computing Inc,Media,6.2
Autonomous Systems Engineer,71291,Entry-Level,Freelance,DENMARK,Medium,Fully remote,"docker, scala, aws, python",Master,0,27-07-2024,31-08-2024,Quantum Computing Inc,Consulting,9.6
Data Scientist,87518,Entry-Level,Contract,UNITED STATES,Large,on-site,"aws, pytorch, scala, hadoop",Bachelor,1,13-12-2024,04-01-2025,AI Innovations,Healthcare,5.9
Machine Learning Researcher,149558,Senior-Level,Freelance,UNITED STATES,Small,on-site,"azure, sql, tensorflow, kubernetes",Bachelor,5,27-07-2024,12-09-2024,AI Innovations,Media,7.1
Ai Consultant,107945,Mid-Level,Full-Time,AUSTRALIA,Medium,on-site,"hadoop, computer vision, kubernetes, tableau, azure",PhD,2,25-04-2024,02-07-2024,Autonomous Tech,Manufacturing,5.8
Machine Learning Engineer,63957,Executive-Level,Full-Time,CHINA,Small,Hybrid,"linux, tableau, tensorflow, computer vision",PhD,12,01-02-2024,24-03-2024,Autonomous Tech,Education,9.6
Ai Architect,93563,Mid-Level,Contract,GERMANY,Small,on-site,"data visualization, python, sql, kubernetes",Associate,3,24-06-2024,24-08-2024,Cloud AI Solutions,Media,9
Ai Research Scientist,161134,Senior-Level,Full-Time,FRANCE,Large,Fully remote,"r, data visualization, python, docker",PhD,6,04-08-2024,01-09-2024,Machine Intelligence Group,Real Estate,5.8
Principal Data Scientist,212931,Executive-Level,Full-Time,CANADA,Small,on-site,"sql, linux, python",Master,12,13-04-2024,18-05-2024,TechCorp Inc,Technology,6.8
Ai Product Manager,119167,Mid-Level,Contract,DENMARK,Medium,Fully remote,"linux, azure, mlops, kubernetes",Master,2,27-04-2024,12-06-2024,DataVision Ltd,Automotive,9.3
Head Of Ai,102382,Entry-Level,Full-Time,DENMARK,Medium,Fully remote,"tableau, spark, nlp, pytorch, computer vision",PhD,1,21-02-2025,02-05-2025,Predictive Systems,Government,5.2
Ai Specialist,69931,Mid-Level,Part-Time,FINLAND,Small,Fully remote,"kubernetes, gcp, computer vision, aws",PhD,4,25-03-2025,23-05-2025,Predictive Systems,Transportation,5.2
Autonomous Systems Engineer,61743,Entry-Level,Contract,SINGAPORE,Medium,Hybrid,"pytorch, computer vision, tableau",PhD,1,28-11-2024,03-01-2025,Predictive Systems,Technology,10
Ai Product Manager,70132,Mid-Level,Full-Time,AUSTRALIA,Small,Hybrid,"scala, data visualization, docker, r",Associate,4,12-01-2024,23-02-2024,Digital Transformation LLC,Transportation,5.7
Robotics Engineer,96886,Mid-Level,Full-Time,JAPAN,Small,on-site,"git, hadoop, sql, python, kubernetes",Master,3,13-03-2024,22-05-2024,Future Systems,Consulting,8.7
Ai Research Scientist,200782,Executive-Level,Part-Time,NETHERLANDS,Medium,Hybrid,"linux, java, kubernetes, tensorflow",PhD,15,07-03-2025,13-05-2025,Digital Transformation LLC,Consulting,5.2
Data Analyst,23579,Entry-Level,Freelance,INDIA,Large,Hybrid,"java, pytorch, statistics, deep learning",Associate,0,04-02-2025,03-03-2025,Cloud AI Solutions,Transportation,9.2
Nlp Engineer,55614,Entry-Level,Part-Time,AUSTRALIA,Medium,on-site,"java, hadoop, nlp, linux",Bachelor,1,16-12-2024,18-02-2025,Algorithmic Solutions,Consulting,8
Ai Product Manager,150781,Senior-Level,Freelance,GERMANY,Medium,Fully remote,"spark, tableau, hadoop, computer vision",Master,5,22-07-2024,02-09-2024,Cognitive Computing,Retail,5.3
Ai Specialist,131468,Senior-Level,Contract,AUSTRIA,Large,on-site,"kubernetes, pytorch, mlops, gcp, r",Master,8,27-12-2024,31-01-2025,Advanced Robotics,Technology,8.5
Deep Learning Engineer,72393,Entry-Level,Full-Time,FRANCE,Medium,on-site,"pytorch, kubernetes, sql, scala",Bachelor,1,10-02-2024,22-03-2024,Cloud AI Solutions,Energy,9.4
Nlp Engineer,139017,Senior-Level,Part-Time,SWEDEN,Large,Fully remote,"mlops, computer vision, r, pytorch",Associate,5,27-02-2025,02-05-2025,Autonomous Tech,Manufacturing,9.8
Principal Data Scientist,112229,Mid-Level,Freelance,DENMARK,Small,Hybrid,"scala, gcp, sql, hadoop, data visualization",Bachelor,4,03-03-2024,13-05-2024,Digital Transformation LLC,Technology,8.6
Ml Ops Engineer,88643,Mid-Level,Freelance,SOUTH KOREA,Medium,Fully remote,"mlops, data visualization, azure, aws",Associate,4,20-12-2024,16-01-2025,Cognitive Computing,Manufacturing,7.5
Head Of Ai,119522,Mid-Level,Contract,DENMARK,Small,on-site,"deep learning, docker, git, mathematics",Associate,4,09-01-2025,08-03-2025,Predictive Systems,Finance,5.9
Nlp Engineer,146464,Senior-Level,Contract,NETHERLANDS,Medium,Fully remote,"mlops, aws, sql",PhD,6,24-05-2024,21-07-2024,Cloud AI Solutions,Real Estate,9.5
Data Scientist,98192,Senior-Level,Contract,CANADA,Small,Fully remote,"sql, pytorch, gcp, r, computer vision",PhD,6,25-07-2024,11-08-2024,Cloud AI Solutions,Telecommunications,9.1
Machine Learning Engineer,80479,Entry-Level,Full-Time,NORWAY,Large,Fully remote,"kubernetes, nlp, spark, deep learning",Associate,1,26-04-2025,02-07-2025,Future Systems,Healthcare,8.7
Data Engineer,152265,Executive-Level,Full-Time,NETHERLANDS,Small,Hybrid,"mlops, python, computer vision, linux, tensorflow",Master,12,16-04-2025,25-05-2025,AI Innovations,Media,9.7
Ai Software Engineer,77835,Entry-Level,Full-Time,NORWAY,Small,on-site,"azure, python, gcp, tensorflow",PhD,1,10-01-2024,11-03-2024,Quantum Computing Inc,Technology,5.8
Ai Architect,63922,Entry-Level,Full-Time,JAPAN,Large,Hybrid,"nlp, python, tensorflow, linux",Master,1,21-04-2025,12-05-2025,AI Innovations,Energy,8.7
Nlp Engineer,257100,Executive-Level,Freelance,JAPAN,Large,on-site,"tensorflow, tableau, docker, nlp",Associate,15,04-02-2025,12-04-2025,DeepTech Ventures,Automotive,9.3
Deep Learning Engineer,88350,Mid-Level,Full-Time,FINLAND,Large,Hybrid,"python, linux, statistics, computer vision",Associate,4,04-07-2024,20-08-2024,Neural Networks Co,Transportation,7.7
Ai Specialist,99465,Mid-Level,Freelance,DENMARK,Small,Hybrid,"gcp, data visualization, spark, r",Bachelor,4,31-03-2025,09-05-2025,Algorithmic Solutions,Government,5.3
Nlp Engineer,179088,Executive-Level,Contract,NORWAY,Small,Hybrid,"python, sql, deep learning, git, docker",Bachelor,14,11-07-2024,26-07-2024,Predictive Systems,Media,8.1
Data Engineer,159540,Senior-Level,Full-Time,DENMARK,Large,Fully remote,"mathematics, git, nlp",Associate,6,06-10-2024,16-11-2024,AI Innovations,Energy,9
Deep Learning Engineer,37477,Mid-Level,Full-Time,INDIA,Medium,Hybrid,"spark, scala, linux, deep learning, sql",PhD,2,24-05-2024,26-07-2024,Predictive Systems,Automotive,9.3
